Timestamp,MCSS.MB8240
6/29/2020 2:45,"-15,564.76"
6/29/2020 3:00,"-14,996.74"
6/29/2020 3:15,"-14,648.43"
6/29/2020 3:30,"-14,086.80"
6/29/2020 3:45,"-14,059.08"
6/29/2020 4:00,"-13,930.72"
6/29/2020 4:15,"-14,428.07"
6/29/2020 4:30,"-14,409.28"
6/29/2020 4:45,"-14,252.87"
6/29/2020 5:00,"-14,404.80"
6/29/2020 5:15,"-14,961.94"
6/29/2020 5:30,"-15,572.71"
6/29/2020 5:45,"-15,935.03"
6/29/2020 6:00,"-15,250.75"
6/29/2020 6:15,"-14,960.19"
6/29/2020 6:30,"-15,327.39"
6/29/2020 6:45,"-16,269.07"
6/29/2020 7:00,"-15,902.87"
6/29/2020 7:15,"-15,757.34"
6/29/2020 7:30,"-15,486.78"
6/29/2020 7:45,"-15,697.33"
6/29/2020 8:00,"-16,344.28"
6/29/2020 8:15,"-16,311.36"
6/29/2020 8:30,"-16,446.30"
6/29/2020 8:45,"-16,372.76"
6/29/2020 9:00,"-16,227.75"
6/29/2020 9:15,"-16,251.76"
6/29/2020 9:30,"-16,484.46"
6/29/2020 9:45,"-17,541.12"
6/29/2020 10:00,"-17,831.17"
6/29/2020 10:15,"-16,989.50"
6/29/2020 10:30,"-17,229.49"
6/29/2020 10:45,"-17,634.48"
6/29/2020 11:00,"-17,715.34"
6/29/2020 11:15,"-18,265.77"
6/29/2020 11:30,"-18,087.19"
6/29/2020 11:45,"-18,094.80"
6/29/2020 12:00,"-18,648.14"
6/29/2020 12:15,"-17,564.61"
6/29/2020 12:30,"-17,321.22"
6/29/2020 12:45,"-18,183.46"
6/29/2020 13:00,"-18,377.50"
6/29/2020 13:15,"-17,613.24"
6/29/2020 13:30,"-17,615.53"
6/29/2020 13:45,"-18,114.23"
6/29/2020 14:00,"-18,485.45"
6/29/2020 14:15,"-18,176.47"
6/29/2020 14:30,"-18,259.10"
6/29/2020 14:45,"-18,390.29"
6/29/2020 15:00,"-18,371.87"
6/29/2020 15:15,"-18,502.64"
6/29/2020 15:30,"-18,279.73"
6/29/2020 15:45,"-18,557.08"
6/29/2020 16:00,"-18,578.01"
6/29/2020 16:15,"-18,426.25"
6/29/2020 16:30,"-18,314.01"
